id;parent_id;name;description;slug;link_rewrite;active;position;meta_title;meta_desc;
"1215";"48";"Перовскія (Perovskia)";"";"1215-perovskiya-perovskia";"perovskiya-perovskia";"1";"107";"";"";
"1261";"48";"Півники, Ірис (Iris)";"";"1261-iris";"iris";"1";"108";"Півники, Ірис (Iris)";"Півники, Ірис (Iris)";
"1247";"48";"Піщанка (Arenaria)";"";"1247-pisshanka-arenaria";"pisshanka-arenaria";"1";"109";"Піщанка (Arenaria)";"Піщанка (Arenaria)";
"391";"48";"Пирійник (Elymus)";"";"391-pirijnik-elymus";"pirijnik-elymus";"1";"110";"";"";
"262";"48";"Полин (Artemisia)";"Полин - рід багаторічних рослин родини Айстрових. Представниками цього роду являються трав’янисті та напівкущові рослини. Максимальна висота рослин до 2 м. Часто використовують у ландшафтному озелененні.";"262-artemisia";"artemisia";"1";"111";"Полин (Artemisia)";"Полин (Artemisia)";
"184";"48";"Проломник (Androsace)";"";"184-androsace";"androsace";"1";"112";"Проломник - Androsace";"Проломник - Androsace";
"401";"48";"Просо (Panicum)";"Просо - рід однорічних трав'янистих рослин родини Тонконогових. Рослини цього роду теплолюбні та стійкі до спеки. Стебла прямостоячі, максимальна висота до 1,2 м. Листки лінійно-ланцетні, завдовжки до 65 см, завширшки до 4 см. Суцвіття - волоть завдовжки 10-40 см. Ідеально підійдуть для створення екранів та бордюрів, природних садів. Квіти цих рослин часто використовують для свіжих і сухих букетів.";"401-proso-panicum";"proso-panicum";"1";"113";"Просо (Panicum)";"Просо (Panicum)";
"1310";"48";"Плакун (Lythrum)";"";"1310-lythrum";"lythrum";"1";"114";"Плакун (Lythrum)";"Плакун (Lythrum)";
"1329";"48";"Роджерсія (Rodgersia)";"";"1329-rodgersia";"rodgersia";"1";"115";"Роджерсія (Rodgersia)";"Роджерсія (Rodgersia)";
"291";"48";"Розмарин (Rosmarinus)";"Єдиним представником родини розмарин є розмарин Лікарський. Ви можете придбати розмарин у нашому розпліднику "Зелені янголи" в Ужгороді або замовити доставку по Україні";"291-rozmarin-rosmarinus";"rozmarin-rosmarinus";"1";"116";"Розмарин (Rosmarinus)";"Розмарин (Rosmarinus) - найкращі рослини розмарину за найнижчими цінами в Ужгороді з доставкою в любу точку України";
"264";"48";"Розулярія (Rosularia)";"";"264-rosularia";"rosularia";"1";"117";"Розулярія (Rosularia)";"Розулярія (Rosularia)";
"1235";"48";"Рутвиця (Thalictrum)";"";"1235-thalictrum";"thalictrum";"1";"118";"Рутвиця - Thalictrum";"Рутвиця - Thalictrum";
"1208";"48";"Рудбекія (Rudbeckia)";"Рудбекія – це багаторічна трав’яниста рослина. Може виростати кущем до 1,5 м у висоту в залежності від сорту. Листочки видовженої яйцеподібної форми. Квіти жовто-червоного кольору до 15 см в діаметрі. Зазвичай висаджують з кроком 30-40 см. Не вибаглива в догляді, морозостійка. Любить помірний полив. Висаджувати краще на сонячні місця в пухкий родючий грунт. В ландшафтному дизайні рудбекію використовують для висадки в міксбордерах. Високорослі сорти розміщують на задньому плані або ближче до центру клумби.";"1208-rudbekiya";"rudbekiya";"1";"119";"Рудбекія (Rudbeckia)";"Рудбекія (Rudbeckia)";
"1227";"48";"Ряст (Corydalis)";"";"1227-ryast-corydalis";"ryast-corydalis";"1";"120";"";"";
"1331";"48";"Самосил (Teucrium)";"";"1331-teucrium";"teucrium";"1";"121";"Самосил (Teucrium)";"Самосил (Teucrium)";
"1280";"48";"Синюха (Polemonium)";"";"1280-sinyukha";"sinyukha";"1";"122";"Синюха (Polemonium)";"Синюха (Polemonium)";
"1209";"48";"Скабіоза (Scabiosa)";"Скабіоза – багаторічна трав’яниста рослина. Листя зелене перисто подібне та супротивно розташоване. Суцвіття округле пухнасте, залежно від сорту вирізняється своїм яскравим забарвленням. Для пишного цвітіння слід обирати сонячні ділянки з легкою півтінню. Їй підійде легкий, нейтральний та добре дренований грунт. Часто використовують в ландшафтному дизайні для висадки в альпінаріях, рокаріях та міксбордерах.";"1209-skabioza-scabiosa";"skabioza-scabiosa";"1";"123";"Скабіоза (Scabiosa)";"Скабіоза (Scabiosa)";
"263";"48";"Смілка (Silene)";"";"263-silene";"silene";"1";"124";"Смілка (Silene)";"Смілка (Silene)";
"214";"48";"Сон-трава (Pulsatilla)";"Сон-трава – дуже цікава трав’яниста рослина. Може виростати від 5 до 40 см у висоту. Має прямі опушені стебла на яких ростуть зелені листочки та квіти. Бутони можуть бути як маленькими так і великими до 8 см в діаметрі. Колір залежить від сорту. Висаджувати краще в родючий пухкий грунт. Сон-трава полюбляє напівтінисті місця. Потребує помірного поливу і не переносить застою води. Тому потрібно подбати про дренаж. Сон-трава активно використовується в ландшафтному дизайні. Такі квіти можуть ефектно прикрасити сад, зробити його більш барвистим, живим і свіжим.";"214-pulsatilla";"pulsatilla";"1";"125";"Сон-трава - Pulsatilla";"Сон-трава - Pulsatilla";
"205";"48";"Сонцецвіт (Геліантемум) Helianthemum ";"";"205-helianthemum";"helianthemum";"1";"126";"Сонцецвіт (Геліантеум) Helianthemum";"Сонцецвіт (Геліантеум) Helianthemum";
"1201";"48";"Споробол (Sporobolus)";"Споробол – багаторічна декоративна трав’яниста рослина. Листя зелене довге та вузьке, за своїм зовнішнім виглядом нагадує фонтан. Суцвіття ніжні та пухкі, з’являються на тонкому стеблі над листям мов хмаринки. Споробол не вибагливий у виборі грунту, дуже добре росте на сонячних ділянках і в півтіні. Часто використовують в ландшафтному дизайні. Підійде для одиночної посадки та гарно виглядає в комбінації з іншими рослинами.";"1201-sporobol-sporobolus";"sporobol-sporobolus";"1";"127";"";"";
"1333";"48";"Схизостиліс (Schizostylis)";"";"1333-schizostylis";"schizostylis";"1";"128";"Схизостиліс (Schizostylis)";"Схизостиліс (Schizostylis)";
"396";"48";"Тіарелла (Tiarella)";"Тіарелла – рід багаторічних трав'янистих рослини родини Ломикаменів. Квітконосні стебла прямостоячі та високі. Листя розеткове, по краях зубчикове, восени може набути червонуватого відтінку. Рослини цього роду дуже витривалі, вологолюбиві, але легко виносять посуху. Невимогливі до родючості грунтів, добре зростають на кислих грунтах. Використовують в якості грунтопокривної рослини на тінистих і малородючих ділянках саду, під покривом дерев і кущів, для міксбордерів, біля водойм, а також для тінистих кам'янистих місць.";"396-tiarella-tiarella";"tiarella-tiarella";"1";"129";"";"";
"253";"48";"Трави, злаки";"";"253-travi-zlaki";"travi-zlaki";"1";"130";"Трави";"Трави";
"1213";"48";"Трясунка (Briza)";"Трясунка – рід однорічних та багаторічних трав’янистих рослин родини Злакових. Стебла тонкі, прямостоячі або колінні. Листки плоскі, лінійні, тонкі, завдовжки 4-20 см, загострені, часто з шорсткими краями. Суцвіття складається з 20-50 шт. досить великих колосків. Квітнуть з травня по липень. Не вибагливі, але в період посухи потребують регулярного поливу. Використовують для створення екранів, бордюрів та міксбордерів.";"1213-tryasunka-briza";"tryasunka-briza";"1";"131";"";"";
"1350";"48";"Унцинія (Uncinia)";"";"1350-uncinia";"uncinia";"1";"132";"Унцинія (Uncinia)";"Унцинія (Uncinia)";
"292";"48";"Фаргезія (Fargesia)";"";"292-fargeziya";"fargeziya";"1";"133";"Фаргезія (Fargesia)";"Фаргезія (Fargesia)";
"1219";"48";"Фізостегія (Physostegia)";"Фізостегія – багаторічна трав’яниста рослина. Вона славиться своїм гарним суцвіттями у вигляді пишних колосків. Її особливістю є те, що цвісти вона починає під кінець літа, коли більша частина рослин вже відцвіла, а осінні лише починають формувати бутони. Фізостегія  прикрашає сад з серпня і до заморозків. Крім красивих квітів, цінують її і за тривалість зберігання форми і зовнішнього вигляду при зрізці. Фізостегія надає перевагу сонячним та напівтінистим місцям з пухким родючим грунтом. Не переносить застою води.  Вона чудово підійде для клумб, рабаток та міксбордерів.";"1219-physostegia";"physostegia";"1";"134";"Фізостегія (Physostegia)";"Фізостегія (Physostegia)";
"213";"48";"Флокс (Phlox)";"";"213-phlox";"phlox";"1";"135";"Флокс - Phlox";"Флокс - Phlox";
"222";"48";"Фіалка (Viola)";"";"222-viola";"viola";"1";"136";"Фіалка - Viola";"Фіалка - Viola";
"1198";"48";"Хаконехлоа (Hakonechloa)";"";"1198-khakonekhloa-hakonechloa";"khakonekhloa-hakonechloa";"1";"137";"";"";
"1351";"48";"Хасмантіум (Chasmanthium)";"";"1351-chasmanthium";"chasmanthium";"1";"138";"Хасмантіум (Chasmanthium)";"Хасмантіум (Chasmanthium)";
"1311";"48";"Хауттюйнія (Houttuynia)";"";"1311-houttuynia";"houttuynia";"1";"139";"Хауттюйнія (Houttuynia)";"Хауттюйнія (Houttuynia)";
"204";"48";"Хебе (Hebe)";"Хебе – це вічнозелений чагарник, що може виростати від 50 см а деякі види і до 2 м у висоту. Має маленькі зелені листочки що густо вкривають всі пагони. Колір листя залежить від сорту. Квітне в червні-вересні. Висаджувати краще в добре дренований грунт з додаванням піска та торфу. А також слід обирати добре захищені від вітру, напівтінисті місця. Рослина добре переносить морози. Хебе висаджується в ботанічних садах. Його дуже часто можна побачити на приватних присадибних ділянках, його використовують для озеленення садів і клумб. Також можна вирощувати в контейнерах.";"204-hebe";"hebe";"1";"140";"Хебе - Hebe";"Хебе - Hebe";
"206";"48";"Хоста (Функія) Hosta";"Хоста – багаторічна декоративна трав’яниста рослина. Абсолютно кожний сорт цієї рослини є особливим і цікавим своєю формою, розміром та забарвленням. Листя щільно розташоване одне біля одного у прикореневій розетці з високо-піднятими квітконосами, на якому ростуть китецеподібні суцвіття. Хоста надає перевагу тіньовим та напів тіньовим місцям з добре зволоженим та дренованим грунтом. Підійде для одиночних та групових посадок. Часто використовують в ландшафтному дизайні для оформлення альпінаріїв, рокаріїв, міксбордерів а також висаджують в контейнерах.";"206-hosta";"hosta";"1";"141";"Хоста (Функія) Hosta";"Хоста (Функія) Hosta";
"193";"48";"Хризантема (Chrysanthemum)";"";"193-chrysanthemum";"chrysanthemum";"1";"142";"Хризантема - Chrysanthemum";"Хризантема - Chrysanthemum";
"1269";"48";"Чабер (Satureja)";"";"1269-chaber";"chaber";"1";"143";"Чабер (Satureja)";"Чабер (Satureja)";
"1282";"48";"Чорнобривці (Tagetes)";"";"1282-chornobrivci";"chornobrivci";"1";"144";"Чорнобривці (Tagetes)";"Чорнобривці (Tagetes)";
"219";"48";"Чебрець (Thymus)";"";"219-thymus";"thymus";"1";"145";"Чебрець - Thymus";"Чебрець Thymus (Тимьян, Чабрец)";
"1313";"48";"Чистець (Stachys)";"";"1313-chistec-stachys";"chistec-stachys";"1";"146";"Чистець (Stachys)";"Чистець, Стахис (Stachys)";
"215";"48";"Шавлія (Salvia)";"Шавлія – рід багаторічних трав'янистих рослин або півкущів родини Губоцвітих. Висота рослин цього роду досягає 50-70 см. Стебло пряме, розгалужене. Листя подовжене, черешкове, опущене, сіро-зеленого кольору. Квіти дрібні, білі, рожеві або синьо-фіолетові, зібрані в суцвіття. Цвітуть з липня по вересень. Посухостійкі, потребують хорошого дренажу грунту. Ці рослини мають декоративні якості, їх часто використовують в створенні альпінаріїв, низьких бордюрів, а також використовують в контейнерному вигляді.";"215-salvia";"salvia";"1";"147";"Шавлія - Salvia";"Шавлія, Шалвія, Salvia, Шалфей, Сальвія";
"37";"16";"Рослини для напівтіні та тіні";"Рослини для напівтіні та тіні
В саду часто є місця, навіть якщо в ньому ще нема великих дерев, де сонячного світла протягом дня дуже мало або воно є тільки нетривалий час - тіньові зони від будівель, під дахом, балконом.
В сильнозатінених місцях, наприклад, під великими деревами, в закритих дворах-колодязях, у північної стіни будівлі, можуть рости лише деякі, дуже ретельно підібрані види. Тінелюбиві рослини частіше мають темно-зелене блискуче листя. Слід виключити з планів посадки до таких місць рослини з строкатим або різнокольовим листям - в тіні вони втрачають колір. Для напівтіні, де сонячного світла більше чи воно розсіяне підходять всі вказані нижче рослини.";"37-roslini-dlya-napivtini-ta-tini";"roslini-dlya-napivtini-ta-tini";"1";"0";"Рослини для напівтіні та тіні";"Декоративні дерева та кущі, що добре ростуть в напівтіні та тіні";
"38";"16";"Рослини для сонячних місць - світлолюбні";"Рослини для сонячних місць
Сонячне світло - один з основних факторів для життя і росту рослин, так само як і вода або грунт. Відкрите сонце переносить досить велика кількість рослин, часто з кольоровим або сріблястим опушеним листям. Більшість рясноквітучих видів теж полюляють сонячні місця. Деякі види можуть рости на відкритому сонці, але їх листя підгорає, рослина хворіє, пошкоджується шкідниками (особливо кліщами). Сонячні місця часто поєднуються з сухим дренованим грунтом.";"38-roslini-dlya-sonyachnikh-misc-svitlolyubni";"roslini-dlya-sonyachnikh-misc-svitlolyubni";"1";"1";"Рослини для сонячних місць - світлолюбні";"Декоративні дерева та кущі, які найкраще ростуть на сонячних місцях";
"385";"48";"Щучник (Deschampsia)";"Щучник – декоративна трав’яниста рослина. Має видовжене вузьке зелене листя з численними ніжними суцвіттями. Абсолютно невибагливий багаторічник обожнює сонце або півтінь. Віддає перевагу вологим слабокислим ґрунтам. Зазвичай використовують в груповій посадці вздовж парканів, доріжок або уздовж водойм також гарно підійде для оформлення рокаріїв чи альпінаріїв. ";"385-sshuchnik-deschampsia";"sshuchnik-deschampsia";"1";"148";"";"";
"313";"16";"Рослини для піщаних та бідних грунтів";"Рослини для піщаних, сухих та бідних грунтів
Загалом, рослини не дуже полюбляють сухий грунт, але деякі його чудово переносять. Тут є невелика хитрість - слід не забувати про регулярний полив одразу після посадки і перші декілька років, особливо в спекотну пору. Перелічені тут рослини ростуть на сухих грунтах, але їх ріст трохи слабший, менша морозостійкість, менша кількість листя.";"313-roslini-dlya-pisshanikh-ta-bidnikh-gruntiv";"roslini-dlya-pisshanikh-ta-bidnikh-gruntiv";"1";"2";"Рослини для піщаних та бідних грунтів";"Декоративні дерева та кущі, які будуть рости на сухих, бідних, піщаних грунтах";
"191";"48";"Пустодзвін (Aubrieta) ";"";"191-pustodzvin-aubrieta";"pustodzvin-aubrieta";"1";"149";"Обрієта - Пустодзвін - Aubrieta";"Обрієта - Пустодзвін - Aubrieta";
"1264";"48";"Юка (Yucca)";"";"1264-yucca";"yucca";"1";"150";"Юка, юкка (Yucca)";"Юка - рід вічнозелених рослин підродини аґавових родини холодкових";
"314";"16";"Рослини для кислих грунтів";"Рослини для кислих грунтів
Ступінь кислотності грунту залежить від типу материнської породи. Кислий грунт може бути мінеральним (кислий пісок або глина) або органічним (торф). Ступінь кислотності вимірюється рівнем pH. Для декоративних рослин, які краще ростуть в кислому грунті, він має бути в межах 4-6,5. Нейтральний грунт - це 6,5-7,2, вище - лужний грунт. Але рівень pH не єдиний показник. Вологий гумусний, злегка кислий грунт (pH 6) краще підійде для рослин, ніж піщаний і сухий грунт з таким же рівнем pH. В цьому розділі представлено рослини, які добре ростуть в кислому грунті.";"314-roslini-dlya-kisikh-gruntiv";"roslini-dlya-kisikh-gruntiv";"1";"3";"Рослини для кисих грунтів";"Рослини для кисих грунтів";
"315";"16";"Рослини для лужних грунтів";"Рослини для лужних грунтів
Більшість рослин краще ростуть на злегка кислих і нейтральних грунтах. Рівень pH грунту - результат впливу вологості грунту, його структури та наявності поживних речовин. При високому рівні pH у деяких рослин виникає проблема з засвоєнням мікроелементів, що викликає розлади росту, наприклад хлороз листя.";"315-roslini-dlya-luzhnikh-gruntiv";"roslini-dlya-luzhnikh-gruntiv";"1";"4";"Рослини для лужних грунтів";"Рослини для лужних грунтів";
"216";"48";"Мильнянка (Saponaria)";"";"216-saponaria";"saponaria";"1";"151";"Мильнянка - Saponaria";"Мильнянка - Saponaria";
"244";"48";"Широкодзвоник (Platycodon)";"";"244-platycodon";"platycodon";"1";"152";"Широкодзвоник (Platycodon)";"Широкодзвоник (Platycodon)";
"195";"48";"Красула (Crassula)";"";"195-crassula";"crassula";"1";"153";"Красула (Толстянка) Crassula ";"Красула (Толстянка) Crassula ";
"200";"48";"Дріада (Dryas)";"";"200-dryas";"dryas";"1";"154";"Дріада - Dryas";"Дріада - Dryas";
"183";"48";"Анафаліс (Anaphalis)";"";"183-anaphalis";"anaphalis";"1";"155";"Анафаліс Anaphalis";"Анафаліс Anaphalis";
"1224";"48";"Ясколка (Cerastium)";"Ясколка – трав’яниста багаторічна грунтопокривна рослина. Має міцну  кореневу систему, прямостоячі стебла. Може виростати до 10-30 см у висоту. Не вибаглива, може рости на кам’янистих грунтах. Вона посухостійка і не любить надмірного зволоження. Ясколку часто використовують в ландшафтному дизайні в групових посадках для створення невагомого сніжного килима. Також її висаджують вздовж бордюрів та на альпійських гірках.";"1224-yaskolka-cerastium";"yaskolka-cerastium";"1";"156";"Ясколка (Cerastium)";"Ясколка (Cerastium)";
"1283";"48";"Журавець, герань (Geranium)";"";"1283-geranium";"geranium";"1";"157";"Журавець, герань (Geranium)";"Журавець, герань (Geranium)";
"1354";"48";"Роман (Anthemis)";"";"1354-anthemis";"anthemis";"1";"158";"Роман (Anthemis)";"Роман (Anthemis), Пупавка, антеміс";
"1355";"48";"Фуксія (Fuchsia)";"";"1355-fuchsia";"fuchsia";"1";"159";"Фуксія (Fuchsia)";"Фуксія (Fuchsia)";
"1356";"48";"Цибуля (Allium)";"";"1356-allium";"allium";"1";"160";"Цибуля (Allium)";"Цибуля (Allium), аліум, алліум, цибулька";
"1357";"48";"Свербіжниця (Knautia)";"";"1357-knautia";"knautia";"1";"161";"Свербіжниця (Knautia)";"Свербіжниця (Knautia)";
"1358";"48";"Грабельки (Erodium)";"";"1358-erodium";"erodium";"1";"162";"Грабельки (Erodium)";"Грабельки (Erodium), буськи, журавлині носики, журавельник";
"1359";"48";"Мазус (Mazus)";"";"1359-mazus";"mazus";"1";"163";"Мазус (Mazus)";"Мазус (Mazus)";
"1360";"48";"Фуопсіс (Phuopsis)";"";"1360-phuopsis";"phuopsis";"1";"164";"Фуопсіс (Phuopsis)";"Фуопсіс (Phuopsis)";
"1361";"48";"Лілійник (Hemerocallis)";"";"1361-hemerocallis";"hemerocallis";"1";"165";"Лілійник (Hemerocallis)";"Лілійник (Hemerocallis)";
"1362";"48";"Хвощ (Equisetum)";"";"1362-equisetum";"equisetum";"1";"166";"Хвощ (Equisetum)";"Хвощ (Equisetum)";
"1363";"48";"Ситник (Juncus)";"";"1363-juncus";"juncus";"1";"167";"Ситник (Juncus)";"Ситник (Juncus)";
"1364";"48";"Волошка (Centaurea)";"";"1364-centaurea";"centaurea";"1";"168";"Волошка (Centaurea)";"Волошка (Centaurea)";
"1365";"48";"Бузульник (Ligularia)";"";"1365-ligularia";"ligularia";"1";"169";"Бузульник (Ligularia)";"Бузульник (Ligularia)";
"1371";"48";"Ліріопа (Liriope)";"Ліріопа — вічнозелена декоративна багаторічна рослина з вузьким, травоподібним листям, що утворює щільні куртини. Наприкінці літа цвіте фіолетово-бузковими або білими колосоподібними суцвіттями, після чого формує декоративні темні ягоди. Ідеально підходить для бордюрів, тіньових ділянок і контейнерного озеленення.";"1371-liriope";"liriope";"1";"170";"Ліріопа (Liriope)";"Ліріопа (Liriope)";
"1375";"48";"Додекатеон (Dodecatheon)";"Додекатеон — витончена багаторічна рослина з розеткою листя та незвичайними квітками, що нагадують маленькі цикламени. Цвіте навесні, утворюючи пониклі рожево-лілові або білі суцвіття на тонких квітконосах. Ідеально підходить для природних садів, тіньових квітників і декоративних композицій із весняним акцентом.";"1375-dodecatheon";"dodecatheon";"1";"171";"Додекатеон (Dodecatheon)";"Додекатеон (Dodecatheon), дряквенник";
"1376";"48";"Пахистима (Pachistima)";"";"1376-pachistima";"pachistima";"1";"172";"Пахистима (Pachistima)";"Пахистима (Pachistima)";
"1378";"48";"Багаторядник (Polystichum)";"Багаторядник — вічнозелена папороть із блискучими темно-зеленими вайями, яка зберігає декоративність протягом усього року. Чудово росте в тіні та напівтіні, ідеально підходить для лісових садів, затінених квітників і озеленення ділянок під деревами. Невибаглива, морозостійка рослина, що додає саду природної елегантності.


";"1378-polystichum";"polystichum";"1";"174";"Багаторядник (Polystichum)";"Багаторядник (Polystichum) полистихум, полістихум, полістіхум";
"1380";"48";"Краєкучник (Cheilanthes)";"Краєкучник — витончена декоративна папороть із ажурним, часто сизувато-зеленим або сріблястим листям. Формує компактні куртини, які зберігають декоративність у сухих і теплих умовах. Ідеально підходить для рокаріїв, кам’янистих садів і захищених сонячних ділянок.";"1380-cheilanthes";"cheilanthes";"1";"175";"Краєкучник (Cheilanthes)";"Краєкучник (Cheilanthes) Myriopteris ";
"1383";"48";"Листовик (Asplenium)";"";"1383-asplenium";"asplenium";"1";"176";"Листовик (Asplenium)";"Листовик (Asplenium)";
"1386";"48";"Сідач (Eupatorium)";"Сідач — високий декоративний багаторічник із міцними стеблами та великими суцвіттями дрібних квіток у рожево-пурпурових або білих відтінках. Цвіте наприкінці літа та восени, приваблюючи бджіл і метеликів. Ідеально підходить для природних садів, міксбордерів і посадок біля водойм.";"1386-eupatorium";"eupatorium";"1";"177";"Сідач (Eupatorium)";"Сідач (Eupatorium)";
"1387";"48";"Келерія (Koeleria)";"Келерія — декоративний багаторічний злак із щільними компактними куртинами та вузьким сизо-зеленим листям. Утворює акуратні кущики з легкими колосками, що піднімаються влітку над листям. Чудово підходить для сухих садів, рокаріїв і природних ландшафтних композицій.";"1387-koeleria";"koeleria";"1";"178";"Келерія (Koeleria)";"Келерія (Koeleria), тонконіг, кипець";
"1388";"48";"Базилік (Ocimum)";"Базилік — ароматна пряна рослина з декоративним зеленим або пурпуровим листям, яка швидко формує компактний кущ. Цінується за інтенсивний аромат і використовується в кулінарії протягом усього сезону. Ідеально підходить для вирощування на грядках, у контейнерах і пряних садах.";"1388-ocimum";"ocimum";"1";"179";"Базилік (Ocimum)";"Базилік (Ocimum), васильки";
"1389";"48";"Гісоп (Hyssopus)";"Гісоп — ароматний багаторічний напівчагарник із вузьким зеленим листям і яскравими синіми, фіолетовими або рожевими суцвіттями. Цвіте влітку та приваблює бджіл і метеликів, добре підходить для сухих і сонячних ділянок. Невибаглива, посухостійка рослина для пряних і декоративних садів.";"1389-hyssopus";"hyssopus";"1";"180";"Гісоп (Hyssopus)";"Гісоп (Hyssopus)";
"1390";"48";"Латаття (Nymphaea)";"Латаття — водна багаторічна рослина з великим плаваючим листям і ефектними квітками, що розкриваються на поверхні води. Цвіте влітку білими, рожевими, жовтими або червоними квітами, створюючи декоративний акцент у водоймі. Ідеально підходить для ставків, декоративних озер і водних садів.";"1390-nymphaea";"nymphaea";"1";"181";"Латаття (Nymphaea)";"Латаття (Nymphaea), водяна лілія, кувшинка";
"1393";"48";"Лептоспермум (Leptospermum)";"Лептоспермум — вічнозелений декоративний чагарник із дрібним ароматним листям і рясним цвітінням, схожим на квітки чайного дерева. Утворює густу крону та вкривається білими, рожевими або червоними квітами в кінці весни та влітку. Ідеально підходить для контейнерного вирощування, терас і теплих декоративних садів.";"1393-leptospermum-leptospermum";"leptospermum-leptospermum";"1";"182";"Лептоспермум (Leptospermum)";"Лептоспермум (Leptospermum), манука, австралійський чай, новозеландське чайне дерево";
"65";"3";"Квіти і гарноквітнучі";"Квіти і гарноквітнучі рослини використовуються в ландшафтному дизайні для оформлення клумб, бордюрів, скелястих гірок, водойм та ін. Широкий асортимент адаптованих квітів власного виробництва з розсадника ландшафт центру "Зелені Янголи" в Ужгороді та з доставкою по Україні. Ми гарантуємо високу якість наших рослин.









 






";"65-flowers";"flowers";"1";"6";"Квіти";"Квіти";
"41";"3";"Альпійські, грунтопокривні";"Альпійські та грунтопокривні рослини використовуються для створення контрасту з газонами в різномінітних ландшафтних композиціях, роблять ділянку більш цікавою і яскравою. В сезон цвітіння гарний яскравий цвіт радує очі, а квіткові аромати наповнюють повітря. Широкий асортимент з нашого розсадника ландшафт центру "Зелені Янголи" в місті Ужгород за низькими цінами та з доставкою по всій Україні.


";"41-groundcover";"groundcover";"1";"7";"Рослини для альпійських гірок, скель";"Рослини для альпійських гірок, скель широкий асортимент рослин для ландшафтного дизайну за низькими цінами в місті Ужгороді. Ми доставляємо товар по всій Україні. Щотижня вас чекають нові акції та знижки.";
"44";"3";"Плодові та ягоди";"Плодові та ягідні рослини за найнижчими цінами в Ужгороді та з доствкою по Україні";"44-fruits";"fruits";"1";"8";"Фрукти і ягоди";"Плодові та ягідні рослини за найнижчими цінами в Ужгороді та з доствкою по Україні";
"349";"44";"Актинідія (Actinidia)";"Актинідія – листопадна багаторічна ліана, довжиною до 50 м, діаметром до 25 см. Листки прості та блискучі, темно-зеленого кольору. Розквітає білими квітками у кінці травня. Цвітіння триває близько біля півтора тижня. Потребує регулярного поливу та підживлювання мінеральними добривами. Рослина вологолюбна, зростає на пухких та добре дренованих грунтах. Полюбляє сонячні місця. Актинідія широко використовується в аграрній промисловості через свої соковиті плоди. Має декоративну цінність завдяки цікавому забарвленню листя. ";"349-aktinidiya";"aktinidiya";"1";"0";"Актинідія";"";
"371";"44";"Абрикос";"";"371-abrikos";"abrikos";"0";"1";"Абрикос, Prunus armeniaca";"";
"1381";"44";"Агрус (Ribes uva-crispa)";"";"1381-ribes-uva-crispa";"ribes-uva-crispa";"1";"2";"Агрус (Ribes uva-crispa)";"Агрус (Ribes uva-crispa)";
"1326";"44";"Брусниця (Vaccinium vitis-idaea)";"";"1326-vaccinium-vitis-idaea";"vaccinium-vitis-idaea";"0";"3";"Брусниця (Vaccinium vitis-idaea)";"Брусниця (Vaccinium vitis-idaea)";
"151";"44";"Виноград";"";"151-vinograd";"vinograd";"0";"4";"Виноград";"Саджанці винограду ";
"152";"44";"Виноград (техн.)";"";"152-vinogra-tehn";"vinogra-tehn";"0";"5";"Виноград - технічні (винні) сорти ";"Виноград - технічні (винні) сорти ";
"374";"44";"Вишня";"";"374-vishnya";"vishnya";"1";"6";"Вишня (Prunus cerasus)";"";
"377";"44";"Волоський (грецький) горіх";"";"377-voloskij-greckij-gorikh";"voloskij-greckij-gorikh";"0";"7";"Волоський (грецький) горіх (Juglans regia)";"";
"1260";"44";"Гранат (Punica)";"";"1260-granat-punica";"granat-punica";"1";"8";"Гранат (Punica)";"Гранат (Punica)";
"178";"44";"Журавлина (Oxycoccus)";"";"178-zhuravlina";"zhuravlina";"1";"9";"Журавлина Клюква ";"Журавлина Клюква ";
"376";"44";"Слива";"";"376-sliva";"sliva";"0";"10";"Слива (Prunus domestica)";"";
"1345";"44";"Жимолость їстівна";"Жимолость їстівна
Саджанці жимолості їстівної – купуйте вкорінені саджанці онлайн.
Тут ви знайдете вкорінені саджанці цієї корисної рослини, яка стане чудовим доповненням вашого саду. Жимолость їстівна відома своїми смачними та корисними ягодами, багатими на вітаміни та антиоксиданти. Вона ідеально підходить для вирощування в саду, адже не вимагає особливого догляду, витримує холодні зими та радує раннім урожаєм.
Наші саджанці — це здорові, вкорінені рослини, готові до висаджування майже в продовж всього року. Вони пройшли всі етапи вирощування та відбору, що забезпечує їх високу якість і відмінну приживлюваність. Купуючи саджанці жимолості їстівної у нас, ви можете бути впевнені у їхній життєздатності та майбутньому врожаї.
Наші саджанці вирощені за всіма стандартами та підготовлені для висаджування. Купуючи саджанці жимолості їстівної у нас, ви отримуєте здорові рослини, які швидко адаптуються до нового середовища та принесуть щедрий урожай.
Зробіть свій сад ще більш смачним та корисним, купуючи саджанці жимолості їстівної у нашому інтернет-магазині. Замовте зараз і оформіть доставку!";"1345-zhimolost-yistivna";"zhimolost-yistivna";"1";"11";"Купити саджанці жимолості їстівної – вкорінені саджанці онлайн";"Придбати вкорінені саджанці жимолості їстівної в інтернет-магазині. Якісні саджанці для вашого саду з доставкою. Купити жимолость онлайн!";
"1344";"44";"Ліщина (Corylus)";"";"1344-corylus";"corylus";"1";"12";"Ліщина (Corylus)";"Ліщина (Corylus)";
